"","IH00C1_hpfc","T00C1_hpfc","TF00C1_hpfc","TY00Y_hpfc"
"2013-03-01",NA,NA,NA,NA
"2013-03-04",NA,NA,NA,NA
"2013-03-05",NA,NA,NA,NA
"2013-03-06",NA,NA,NA,NA
"2013-03-07",NA,NA,NA,NA
"2013-03-08",NA,NA,NA,NA
"2013-03-11",NA,NA,NA,NA
"2013-03-12",NA,NA,NA,NA
"2013-03-13",NA,NA,NA,NA
"2013-03-14",NA,NA,NA,NA
"2013-03-15",NA,NA,NA,NA
"2013-03-18",NA,NA,NA,NA
"2013-03-19",NA,NA,NA,NA
"2013-03-20",NA,NA,NA,NA
"2013-03-21",NA,NA,NA,NA
"2013-03-22",NA,NA,NA,NA
"2013-03-25",NA,NA,NA,NA
"2013-03-26",NA,NA,NA,NA
"2013-03-27",NA,NA,NA,NA
"2013-03-28",NA,NA,NA,NA
"2013-03-29",NA,NA,NA,NA
"2013-04-01",NA,NA,NA,NA
"2013-04-02",NA,NA,NA,NA
"2013-04-03",NA,NA,NA,NA
"2013-04-08",NA,NA,NA,NA
"2013-04-09",NA,NA,NA,NA
"2013-04-10",NA,NA,NA,NA
"2013-04-11",NA,NA,NA,NA
"2013-04-12",NA,NA,NA,NA
"2013-04-15",NA,NA,NA,NA
"2013-04-16",NA,NA,NA,NA
"2013-04-17",NA,NA,NA,NA
"2013-04-18",NA,NA,NA,NA
"2013-04-19",NA,NA,NA,NA
"2013-04-22",NA,NA,NA,NA
"2013-04-23",NA,NA,NA,NA
"2013-04-24",NA,NA,NA,NA
"2013-04-25",NA,NA,NA,NA
"2013-04-26",NA,NA,NA,NA
"2013-05-02",NA,NA,NA,NA
"2013-05-03",NA,NA,NA,NA
"2013-05-06",NA,NA,NA,NA
"2013-05-07",NA,NA,NA,NA
"2013-05-08",NA,NA,NA,NA
"2013-05-09",NA,NA,NA,NA
"2013-05-10",NA,NA,NA,NA
"2013-05-13",NA,NA,NA,NA
"2013-05-14",NA,NA,NA,NA
"2013-05-15",NA,NA,NA,NA
"2013-05-16",NA,NA,NA,NA
"2013-05-17",NA,NA,NA,NA
"2013-05-20",NA,NA,NA,NA
"2013-05-21",NA,NA,NA,NA
"2013-05-22",NA,NA,NA,NA
"2013-05-23",NA,NA,NA,NA
"2013-05-24",NA,NA,NA,NA
"2013-05-27",NA,NA,NA,NA
"2013-05-28",NA,NA,NA,NA
"2013-05-29",NA,NA,NA,NA
"2013-05-30",NA,NA,NA,NA
"2013-05-31",NA,NA,NA,NA
"2013-06-03",NA,NA,NA,NA
"2013-06-04",NA,NA,NA,NA
"2013-06-05",NA,NA,NA,NA
"2013-06-06",NA,NA,NA,NA
"2013-06-07",NA,NA,NA,NA
"2013-06-13",NA,NA,NA,NA
"2013-06-14",NA,NA,NA,NA
"2013-06-17",NA,NA,NA,NA
"2013-06-18",NA,NA,NA,NA
"2013-06-19",NA,NA,NA,NA
"2013-06-20",NA,NA,NA,NA
"2013-06-21",NA,NA,NA,NA
"2013-06-24",NA,NA,NA,NA
"2013-06-25",NA,NA,NA,-0.535571361651947
"2013-06-26",NA,NA,NA,-0.169801188845383
"2013-06-27",NA,NA,NA,0.49396920534486
"2013-06-28",NA,NA,NA,0.375740112491407
"2013-07-01",NA,NA,NA,0.429511619979905
"2013-07-02",NA,NA,NA,0.482283659880143
"2013-07-03",NA,NA,NA,0.583055986719097
"2013-07-04",NA,NA,NA,0.511828155667024
"2013-07-05",NA,NA,NA,-1.45040051911767
"2013-07-08",NA,NA,NA,-1.4746309350458
"2013-07-09",NA,NA,NA,-0.592863389990886
"2013-07-10",NA,NA,NA,-0.78909757227335
"2013-07-11",NA,NA,NA,0.233167074852294
"2013-07-12",NA,NA,NA,0.114931434312717
"2013-07-15",NA,NA,NA,0.434196292652713
"2013-07-16",NA,NA,NA,0.534762388909037
"2013-07-17",NA,NA,NA,1.10403028263915
"2013-07-18",NA,NA,NA,0.688900312351255
"2013-07-19",NA,NA,NA,1.00817236019183
"2013-07-22",NA,NA,NA,1.23364602354368
"2013-07-23",NA,NA,NA,0.959220483051633
"2013-07-24",NA,NA,NA,0.481594409420955
"2013-07-25",NA,NA,NA,0.457166076853659
"2013-07-26",NA,NA,NA,0.667033560480013
"2013-07-29",NA,NA,NA,0.533194746456246
"2013-07-30",NA,NA,NA,0.430547245213692
"2013-07-31",NA,NA,NA,0.359188446782472
"2013-08-01",NA,NA,NA,-0.540384436778312
"2013-08-02",NA,NA,NA,-0.705574341883507
"2013-08-05",NA,NA,NA,0.269916018425145
"2013-08-06",NA,NA,NA,0.276584222762074
"2013-08-07",NA,NA,NA,0.501927738169179
"2013-08-08",NA,NA,NA,0.867943917359611
"2013-08-09",NA,NA,NA,0.780829905569805
"2013-08-12",NA,NA,NA,0.599882489262922
"2013-08-13",NA,NA,NA,-0.221801867861344
"2013-08-14",NA,NA,NA,-0.137126950070714
"2013-08-15",NA,NA,NA,-0.443196449948865
"2013-08-16",NA,NA,NA,-0.749314003396773
"2013-08-19",NA,NA,NA,-1.30548306311588
"2013-08-20",NA,NA,NA,-0.768006772071232
"2013-08-21",NA,NA,NA,-1.43368773359379
"2013-08-22",NA,NA,NA,-1.61502823355121
"2013-08-23",NA,NA,NA,-1.03072996518259
"2013-08-26",NA,NA,NA,-0.649693954138984
"2013-08-27",NA,NA,NA,-0.36252080000921
"2013-08-28",NA,NA,NA,-0.481610833824853
"2013-08-29",NA,NA,NA,-0.881964236765938
"2013-08-30",NA,NA,NA,-0.766880990933788
"2013-09-02",NA,NA,NA,-0.495460713861436
"2013-09-03",NA,NA,NA,-1.09920270608386
"2013-09-04",NA,NA,NA,-1.43740606333269
"2013-09-05",NA,NA,NA,-2.0099694269733
"2013-09-06",NA,NA,NA,-1.52009084420524
"2013-09-09",NA,NA,0.397589708101301,-1.5146675313874
"2013-09-10",NA,NA,0.348493328886179,-1.72809607653446
"2013-09-11",NA,NA,0.129396785323444,-2.41027244155834
"2013-09-12",NA,NA,0.280299769012403,-2.42059187404547
"2013-09-13",NA,NA,0.331201918064878,-2.16534862527262
"2013-09-16",NA,NA,0.442102754728056,-1.66013594594126
"2013-09-17",NA,NA,0.843001664343606,-1.59244619168471
"2013-09-18",NA,NA,0.843897849505631,-0.00917103190294238
"2013-09-23",NA,NA,1.0047901643453,-0.306142988029798
"2013-09-24",NA,NA,1.01567711416138,0.136564600813313
"2013-09-25",NA,NA,1.11655678891066,NA
"2013-09-26",NA,NA,1.28742685871093,0.282503789484663
"2013-09-27",NA,NA,1.08828453214032,0.615884081048654
"2013-09-30",NA,NA,1.21912648560641,0.480614861793981
"2013-10-08",NA,NA,1.18994894566375,0.701656956197846
"2013-10-09",NA,NA,1.160747634929,0.488784610604097
"2013-10-10",NA,NA,1.17151778414178,0.119829046330401
"2013-10-11",NA,NA,1.13225414423548,0.532297328248419
"2013-10-14",NA,NA,0.982950981884857,0.444796471697594
"2013-10-15",NA,NA,0.833602095736515,0.123133271986981
"2013-10-16",NA,NA,0.914200878124672,0.582814340564025
"2013-10-17",NA,NA,0.854740376805856,1.05834623797822
"2013-10-18",NA,NA,0.835213261642753,1.22143528386752
"2013-10-21",NA,NA,0.825611849182687,1.21288736039119
"2013-10-22",NA,NA,0.755928110729515,1.84510784481707
"2013-10-23",NA,NA,0.816153676312304,1.96190161305385
"2013-10-24",NA,NA,0.626279863490063,1.87567277831682
"2013-10-25",NA,NA,0.73629765245613,2.00842464284961
"2013-10-28",NA,NA,0.7361977645254,1.92265973356885
"2013-10-29",NA,NA,0.585970616656843,2.11827974718863
"2013-10-30",NA,NA,0.645606321494637,2.43898558567326
"2013-10-31",NA,NA,0.865094749466519,1.72877727537504
"2013-11-01",NA,NA,0.984425504132611,1.346853834468
"2013-11-04",NA,NA,0.793587831457703,1.38691356651897
"2013-11-05",NA,NA,0.652570570484287,0.974154218359865
"2013-11-06",NA,NA,0.561362232217549,1.34267296352781
"2013-11-07",NA,NA,0.0499510579167292,1.8364665728839
"2013-11-08",NA,NA,-0.471674943203846,0.611631262282412
"2013-11-11",NA,NA,-1.01352778257753,0.668262488456101
"2013-11-12",NA,NA,-0.625619276666395,0.318755455314028
"2013-11-13",NA,NA,-0.887960822980806,0.73510509053247
"2013-11-14",NA,NA,-1.06056356042531,1.07340619002658
"2013-11-15",NA,NA,-1.3534382608565,1.02125324584906
"2013-11-18",NA,NA,-1.31659525773777,1.48484030634925
"2013-11-19",NA,NA,-1.70004432507502,1.33926099773198
"2013-11-20",NA,NA,-1.53379469264635,-3.79059166757142
"2013-11-21",NA,NA,-1.20785488749954,0.876474769273584
"2013-11-22",NA,NA,-0.992232802674554,1.16875433397994
"2013-11-25",NA,NA,-1.26693583193242,1.3048406899611
"2013-11-26",NA,NA,-1.19197095888372,1.59722701751422
"2013-11-27",NA,NA,-0.777344643440062,1.26480595756825
"2013-11-28",NA,NA,-0.643062852799487,1.0417694908223
"2013-11-29",NA,NA,0.0408687671619785,1.22510907515568
"2013-12-02",NA,NA,-0.435555163613457,0.814715737822232
"2013-12-03",NA,NA,-0.202340042079537,1.0137799996648
"2013-12-04",NA,NA,-0.379491085146945,0.603492044755562
"2013-12-05",NA,NA,-0.647013426088514,0.427641638110778
"2013-12-06",NA,NA,-0.534912041309758,0.376818295287399
"2013-12-09",NA,NA,-0.753191639768035,0.529111355072543
"2013-12-10",NA,NA,-1.12185670930809,0.884610000491748
"2013-12-11",NA,NA,-0.960911426435924,0.771303195857239
"2013-12-12",NA,NA,-0.630359503927814,-1.10762046018097
"2013-12-13",NA,NA,-0.490204257357603,-0.986672687798647
"2013-12-16",NA,NA,-0.940448741733448,-0.912564749325779
"2013-12-17",NA,NA,-0.791095809433298,-0.666607499241463
"2013-12-18",NA,NA,-0.932147924090568,-1.03011141480738
"2013-12-19",NA,NA,-0.993607222332452,-1.54988669773625
"2013-12-20",NA,NA,-0.965475455474131,-1.41354312393428
"2013-12-23",NA,NA,-0.647753964112654,-1.58978982864689
"2013-12-24",NA,NA,-0.690443689755935,-1.89113536281748
"2013-12-25",NA,NA,-0.54354530615674,NA
"2013-12-26",NA,NA,-0.657059201665977,-2.17698762023452
"2013-12-27",NA,NA,-0.76098553995609,-2.07235371296685
"2013-12-30",NA,NA,-0.515324213095866,-1.92083985320455
"2013-12-31",NA,NA,-0.510074798594287,-2.06645139650957
"2014-01-02",NA,NA,-0.955236660946027,-2.00899290444617
"2014-01-03",NA,NA,-0.990808953800806,-1.98296808439078
"2014-01-06",NA,NA,-1.0767904359526,-1.58207981328262
"2014-01-07",NA,NA,-0.853179456635469,-1.44693014838172
"2014-01-08",NA,NA,-0.589973919980349,-2.01502049298004
"2014-01-09",NA,NA,-0.787171377448011,-1.77075165226695
"2014-01-10",NA,NA,-0.744769136628352,-0.886023598503513
"2014-01-13",NA,NA,-0.812764179726184,-0.595235571992552
"2014-01-14",NA,NA,-0.80115318108771,-0.85138644679095
"2014-01-15",NA,NA,-0.459932479097022,-1.15457485090886
"2014-01-16",NA,NA,-0.639098080972152,-0.739099060427709
"2014-01-17",NA,NA,-0.648645803814162,-0.589456874173986
"2014-01-20",NA,NA,-0.498571200546215,-0.580545785460426
"2014-01-21",NA,NA,-0.188869555967607,-0.634263043942135
"2014-01-22",NA,NA,-0.0595359487878179,-0.953705659299515
"2014-01-23",NA,NA,-0.200565379646955,-0.195170379034513
"2014-01-24",NA,NA,-0.0819528245739345,0.125746443574678
"2014-01-27",NA,NA,0.226306823308117,0.0558485359254049
"2014-01-28",NA,NA,0.0442187047506981,0.0640395734363647
"2014-01-29",NA,NA,0.111787866961112,0.65032320844089
"2014-01-30",NA,NA,-0.0409806611334856,0.486403066800918
"2014-02-07",NA,NA,0.215918103186485,1.12596887055868
"2014-02-10",NA,NA,0.0324891595807383,1.02399664759661
"2014-02-11",NA,NA,0.228737418456524,0.624936870636662
"2014-02-12",NA,NA,0.144667776790908,0.350889681499827
"2014-02-13",NA,NA,0.270285037011096,0.811054963682888
"2014-02-14",NA,NA,0.225593941743588,0.786732455639316
"2014-02-17",NA,NA,-0.0594008781094696,0.793621560565059
"2014-02-18",NA,NA,-0.404694884897035,1.1129213564521
"2014-02-19",NA,NA,-0.500283516414905,0.854030593241442
"2014-02-20",NA,NA,-0.446162043174828,0.72004756083726
"2014-02-21",NA,NA,-0.392325528889945,0.726570196121704
"2014-02-24",NA,NA,-0.26876885284915,0.670496138338348
"2014-02-25",NA,NA,0.724513267831365,1.00492272639559
"2014-02-26",NA,NA,0.527526227132387,1.05804702204581
"2014-02-27",NA,NA,0.810275119550927,1.50166567164697
"2014-02-28",NA,NA,0.862764821524995,1.21077488420267
"2014-03-03",NA,NA,0.574999874558725,1.79477024798827
"2014-03-04",NA,NA,0.216984463522759,1.20684685079374
"2014-03-05",NA,NA,0.108722535607019,1.1499990385229
"2014-03-06",NA,NA,0.280217948308199,1.15552065821789
"2014-03-07",NA,NA,0.161474514181335,0.332805081557575
"2014-03-10",NA,NA,0.292495929950676,0.338045202574403
"2014-03-11",NA,NA,0.253285825593765,0.452433777733097
"2014-03-12",NA,NA,0.293847710181284,-0.667636576235988
"2014-03-13",NA,NA,0.44418498808671,-0.115973429620283
"2014-03-14",NA,NA,0.504300942218465,-0.080084076733275
"2014-03-17",NA,NA,0.354198671875762,-0.325675763949707
"2014-03-18",NA,NA,0.113881067901231,-0.258955704541104
"2014-03-19",NA,NA,0.123350874725628,-1.27063097715699
"2014-03-20",NA,NA,0.122610789706087,-1.32930855340581
"2014-03-21",NA,NA,0.131663459210926,-1.29439487966724
"2014-03-24",NA,NA,0.0905114789266963,-1.27539585283938
"2014-03-25",NA,NA,0.109157390115383,-1.25661683476889
"2014-03-26",NA,NA,0.0176036966245893,-0.925462660105183
"2014-03-27",NA,NA,-0.0241471428186587,-0.844637644063187
"2014-03-28",NA,NA,-0.0460926767642738,-1.13904571930774
"2014-03-31",NA,NA,-0.0382304437807724,-1.19929046936557
"2014-04-01",NA,NA,-0.190557963383498,-1.33787500692719
"2014-04-02",NA,NA,-0.453072739285018,-1.78920194894437
"2014-04-03",NA,NA,-0.64577219642916,-1.72517335934611
"2014-04-04",NA,NA,-0.618653572477396,-1.08329056247621
"2014-04-08",NA,NA,-0.62171383815483,-0.847064344041561
"2014-04-09",NA,NA,-0.564949708460009,-0.862220918229299
"2014-04-10",NA,NA,-0.418357641400847,0.138076625702594
"2014-04-11",NA,NA,-0.311933861456994,0.106929161989023
"2014-04-14",NA,NA,-0.135674420176056,-0.080762492211376
"2014-04-15",NA,NA,-0.1995752401647,-0.0342975639377817
"2014-04-16",NA,NA,-0.263632187947119,-0.34747524684618
"2014-04-17",NA,NA,-0.0978410475512267,-0.926594720416241
"2014-04-18",NA,NA,-0.0121974940300116,NA
"2014-04-21",NA,NA,-0.0766971619930303,-0.865255020494815
"2014-04-22",NA,NA,-0.271335681007667,-1.08535479991132
"2014-04-23",NA,NA,-0.236108648937788,-0.665092353834502
"2014-04-24",NA,NA,-0.311011551488361,-0.823265528790467
"2014-04-25",NA,NA,-0.286039776766036,-0.63787189638266
"2014-04-28",NA,NA,-0.291188584317968,-0.64020868791052
"2014-04-29",NA,NA,-0.146453115454187,-0.892772871002252
"2014-04-30",NA,NA,-0.0618283911189073,-0.301761148649932
"2014-05-05",NA,NA,-0.0873093717185854,-0.139633263556857
"2014-05-06",NA,NA,0.0471090078981162,-0.0650801279986717
"2014-05-07",NA,NA,0.0614318489721462,0.102868187083275
"2014-05-08",NA,NA,0.10566423327175,0.0988156876977318
"2014-05-09",NA,NA,0.369811217171625,0.266466337330739
"2014-05-12",NA,NA,0.303877813369341,0.0120240586224136
"2014-05-13",NA,NA,0.157868881696946,-0.0551073359334488
"2014-05-14",NA,NA,0.0017891563759375,0.971375961185906
"2014-05-15",NA,NA,-0.124356693628878,1.16947778028341
"2014-05-16",NA,NA,0.479435999907714,1.08620155013387
"2014-05-19",NA,NA,0.42317195661507,1.0183502160968
"2014-05-20",NA,NA,0.496855697942802,1.18462627453976
"2014-05-21",NA,NA,0.570491570418561,0.803931800885463
"2014-05-22",NA,NA,0.534083715189522,0.844968380879653
"2014-05-23",NA,NA,0.517636037584607,1.04203726795447
"2014-05-26",NA,NA,0.521152222164147,1.0358393662669
"2014-05-27",NA,NA,0.73463573951858,0.982675149237383
"2014-05-28",NA,NA,1.09808984481482,1.66364466211188
"2014-05-29",NA,NA,1.04151748955102,1.61004754393802
"2014-05-30",NA,NA,1.40492117131912,1.32188274607959
"2014-06-03",NA,NA,1.42830295718959,-0.145457291764515
"2014-06-04",NA,NA,1.73166433349497,-0.1528374026703
"2014-06-05",NA,NA,1.12500619616483,0.558405671437879
"2014-06-06",NA,NA,1.1283287253283,0.550669443521298
"2014-06-09",NA,NA,1.23163163608218,0.120851195718406
"2014-06-10",NA,NA,1.11491417711764,0.03464798254313
"2014-06-11",NA,NA,1.16817508801879,-0.708043191445525
"2014-06-12",NA,NA,1.041412647509,-0.357125336010658
"2014-06-13",NA,NA,1.07462465143509,-0.490801168238995
"2014-06-16",NA,NA,1.31780846516579,-0.702873257596047
"2014-06-17",NA,NA,1.13096100986313,-0.977543970669608
"2014-06-18",NA,NA,1.11407866196027,-0.830515383507707
"2014-06-19",NA,NA,1.07715733039634,-0.746289168081683
"2014-06-20",NA,NA,1.10019246359537,-0.64656665306056
"2014-06-23",NA,NA,1.06317906472766,-0.578348858627853
"2014-06-24",NA,NA,1.04611168218836,-0.604036537702358
"2014-06-25",NA,NA,0.978984424897099,-0.192430204136514
"2014-06-26",NA,NA,0.981790969352967,0.140769877901791
"2014-06-27",NA,NA,0.984524587382285,0.145663523786797
"2014-06-30",NA,NA,0.887178144978392,0.181650490705178
"2014-07-01",NA,NA,0.419744101171804,-0.157569524368548
"2014-07-02",NA,NA,0.242214548269253,-0.621996899546534
"2014-07-03",NA,NA,-0.0354185949278121,-0.82103194780841
"2014-07-04",NA,NA,0.156836490260506,-0.832774725024672
"2014-07-07",NA,NA,0.0389716371544585,-0.704124947684877
"2014-07-08",NA,NA,0.0409786142441901,-0.341281988042886
"2014-07-09",NA,NA,-0.0171508260891233,-0.494244927294944
"2014-07-10",NA,NA,0.024575051596645,0.0556872944340633
"2014-07-11",NA,NA,0.0861479898332705,0.183515941320454
"2014-07-14",NA,NA,-0.122440279006034,-0.0950577454779254
"2014-07-15",NA,NA,-0.341198058158038,-0.217632600662024
"2014-07-16",NA,NA,-0.580133600247646,-0.184107419638719
"2014-07-17",NA,NA,-0.879255016861466,0.224119092144743
"2014-07-18",NA,NA,-0.798570179783913,0.0697483053443384
"2014-07-21",NA,NA,-0.758086597349558,0.274581497973722
"2014-07-22",NA,NA,-0.797811447796516,0.151019919215327
"2014-07-23",NA,NA,-0.91775159600028,0.246064704751513
"2014-07-24",NA,NA,-0.897913577052905,-0.143483072161869
"2014-07-25",NA,NA,-0.628303546685592,-0.00202243998216056
"2014-07-28",NA,NA,-0.848927289467172,-0.188852367855752
"2014-07-29",NA,NA,-0.899790330252112,0.0773281759064423
"2014-07-30",NA,NA,-0.930897842981759,-0.719279698942552
"2014-07-31",NA,NA,-0.822254629660352,-0.719074914614448
"2014-08-01",NA,NA,-0.693865107496739,-0.0941560959988055
"2014-08-04",NA,NA,-0.755733353812439,0.0149784292509364
"2014-08-05",NA,NA,-0.847863159112844,0.0614303724018193
"2014-08-06",NA,NA,-1.0102580015144,0.12330143852925
"2014-08-07",NA,NA,-1.05292100866012,0.216293307316076
"2014-08-08",NA,NA,-1.12585489059317,0.574707607476895
"2014-08-11",NA,NA,-1.16906192212189,0.526645878319888
"2014-08-12",NA,NA,-1.4625439126713,0.431609421591364
"2014-08-13",NA,NA,-1.17630218842343,0.508299321344575
"2014-08-14",NA,NA,-1.04033747100296,0.725316483221686
"2014-08-15",NA,NA,-0.394649995799037,1.14536160275517
"2014-08-18",NA,NA,-0.559239568166732,0.815235075660122
"2014-08-19",NA,NA,-0.834105830329249,0.766236824205874
"2014-08-20",NA,NA,-0.789248193341689,0.654466433676289
"2014-08-21",NA,NA,-0.764665723474562,0.417623172623041
"2014-08-22",NA,NA,-0.700357160754012,0.289906039068438
"2014-08-25",NA,NA,-0.776320929124263,NA
"2014-08-26",NA,NA,-0.652555163030759,0.365213858406055
"2014-08-27",NA,NA,-0.569057676017811,0.659045336193526
"2014-08-28",NA,NA,-0.685826011890878,0.749499027024155
"2014-08-29",NA,NA,-0.792857479229146,0.714873213068572
"2014-09-01",NA,NA,-0.780149103118522,0.695665866684188
"2014-09-02",NA,NA,-0.937697580910923,0.191874664728747
"2014-09-03",NA,NA,-1.11549928747493,0.062996996499649
"2014-09-04",NA,NA,-1.24355021007254,-0.284969828018893
"2014-09-05",NA,NA,-1.2518458748638,0.0232714751171401
"2014-09-09",NA,NA,-1.17038129397497,-0.673531938312361
"2014-09-10",NA,NA,-1.31915096206974,-0.850281846092812
"2014-09-11",NA,NA,-1.30814889002263,-1.23043372061902
"2014-09-12",NA,NA,-1.29736854342442,-1.87638951534222
"2014-09-15",NA,NA,-1.19680284713031,-1.72565067510206
"2014-09-16",NA,NA,-1.22644418971423,-1.60641786911442
"2014-09-17",NA,NA,-1.1462844650413,-1.92489105327918
"2014-09-18",NA,NA,-0.55631506001313,-2.18106951946975
"2014-09-19",NA,NA,-0.196526887704005,-2.14055176388533
"2014-09-22",NA,NA,-0.216910631229236,-1.69393538115916
"2014-09-23",NA,NA,-0.52745689246848,-1.45071708110648
"2014-09-24",NA,NA,-0.578156183638927,-1.50449287333841
"2014-09-25",NA,NA,-0.428998798928286,-1.37105816779715
"2014-09-26",NA,NA,-0.599974793537779,-1.5815077525284
"2014-09-29",NA,NA,-0.381074045337801,-1.33903584883766
"2014-09-30",NA,NA,-0.362286184193345,-1.50293602429825
"2014-10-08",NA,NA,-0.603600682448562,-0.255326823531771
"2014-10-09",NA,NA,-0.675006862693286,0.204788577699045
"2014-10-10",NA,NA,-0.716493798012808,0.211698812324467
"2014-10-13",NA,NA,-0.588050282472165,0.187213088564082
"2014-10-14",NA,NA,-0.0496648139663062,1.13134052712957
"2014-10-15",NA,NA,-0.0113256473138118,2.13789017134632
"2014-10-16",NA,NA,0.106978983195923,1.56637059688898
"2014-10-17",NA,NA,0.295260847955219,1.1665894957147
"2014-10-20",NA,NA,0.60353167313557,1.26675391230561
"2014-10-21",NA,NA,0.2718030628595,1.14807040892285
"2014-10-22",NA,NA,-0.0199136282261793,0.826345024202314
"2014-10-23",NA,NA,-0.00160715782714649,0.379483322213842
"2014-10-24",NA,NA,0.106733724582475,NA
"2014-10-27",NA,NA,-0.0248797298071715,0.573190525449484
"2014-10-28",NA,NA,0.243563686074657,0.376371699538007
"2014-10-29",NA,NA,0.142075189582897,0.0856316731744254
"2014-10-30",NA,NA,-0.219334102606716,-0.0175248805232121
"2014-10-31",NA,NA,-0.150653132546859,-0.323793323833592
"2014-11-03",NA,NA,0.198129248373746,-0.5363690117913
"2014-11-04",NA,NA,0.587024251040456,-0.280247165587786
"2014-11-05",NA,NA,1.39604300444007,-0.461522784701105
"2014-11-06",NA,NA,1.2551963949067,-0.627290752766419
"2014-11-07",NA,NA,1.68449473170671,-0.152345762643912
"2014-11-10",NA,NA,1.79394780525875,-0.442982247896983
"2014-11-11",NA,NA,1.44356470967892,-0.467994579115447
"2014-11-12",NA,NA,1.27335379753752,-0.571076943778076
"2014-11-13",NA,NA,1.05332282469359,-0.392923335913458
"2014-11-14",NA,NA,0.723479020652556,-0.558427513489942
"2014-11-17",NA,NA,0.383829179518836,-0.473883072057308
"2014-11-18",NA,NA,0.994379796338905,-0.373683376333609
"2014-11-19",NA,NA,0.715137207500449,-0.648421595152929
"2014-11-20",NA,NA,0.446107338354888,-0.563790742883657
"2014-11-21",NA,NA,0.697295818643673,-0.400883565862616
"2014-11-24",NA,NA,1.43870809370609,-0.269092577378151
"2014-11-25",NA,NA,1.10034932064683,-0.012310125009706
"2014-11-26",NA,NA,1.53222406186745,0.24467155489541
"2014-11-27",NA,NA,1.36433642492839,0.220460231078518
"2014-11-28",NA,NA,1.31668988403044,0.415063571143433
"2014-12-01",NA,NA,1.25928734941292,0.812989151564821
"2014-12-02",NA,NA,0.992131187048641,-0.179555622753661
"2014-12-03",NA,NA,0.28522324237087,-0.39076368296522
"2014-12-04",NA,NA,-0.371435049293129,-0.101827886001715
"2014-12-05",NA,NA,-0.777842370516803,-0.781540927269354
"2014-12-08",NA,NA,-0.883997250337398,-0.757895460082703
"2014-12-09",NA,NA,-0.759897896263168,-0.171583814698612
"2014-12-10",NA,NA,-0.575542150392581,-0.100798008090195
"2014-12-11",NA,NA,-0.990927540714357,-0.639129986305362
"2014-12-12",NA,NA,-0.886051357310132,0.150828346274435
"2014-12-15",NA,NA,-0.800910480652086,0.0659853494576566
"2014-12-16",NA,NA,-0.575501424954709,0.168849320706781
"2014-12-17",NA,NA,-0.209820373368146,0.13132853020918
"2014-12-18",NA,NA,-0.193863271153533,-1.04666882164399
"2014-12-19",NA,NA,-0.137625976840442,-0.818134588747685
"2014-12-22",NA,NA,-0.271104268823652,-0.8237601923454
"2014-12-23",NA,NA,0.0257061313914356,-1.3447367154969
"2014-12-24",NA,NA,0.152809614362985,-1.78725490075307
"2014-12-25",NA,NA,-0.0697894399760861,NA
"2014-12-26",NA,NA,0.107913285140153,-1.62020493480419
"2014-12-29",NA,NA,0.045922135328335,-1.17167626556134
"2014-12-30",NA,NA,-0.345758588405179,-0.972757671208015
"2014-12-31",NA,NA,-0.06712460403413,-0.836137445604267
"2015-01-05",NA,NA,-0.138171486610435,-0.0305433220623312
"2015-01-06",NA,NA,-0.33889478343864,0.79455566279803
"2015-01-07",NA,NA,-0.309289984708684,0.698206119753417
"2015-01-08",NA,NA,-0.239352440525949,0.289620366049644
"2015-01-09",NA,NA,-0.259077373146813,0.865910430322359
"2015-01-12",NA,NA,-0.258459905890032,1.30188822148969
"2015-01-13",NA,NA,0.102504945018429,1.48826529053704
"2015-01-14",NA,NA,0.183822270189438,2.08135265030115
"2015-01-15",NA,NA,0.0954971178620853,2.53426069843022
"2015-01-16",NA,NA,0.417534460291333,2.09689897222537
"2015-01-19",NA,NA,0.28993923025727,2.08187596142593
"2015-01-20",NA,NA,0.442716187947945,2.22349928899671
"2015-01-21",NA,NA,0.365869973701621,1.97507571733907
"2015-01-22",NA,NA,0.589405044856804,0.945711089749848
"2015-01-23",NA,NA,0.49332570751536,1.69821043310906
"2015-01-26",NA,NA,0.667636024142089,1.74797838337736
"2015-01-27",NA,NA,0.412339853282467,1.68881887454342
"2015-01-28",NA,NA,0.437440777507128,2.44263511805217
"2015-01-29",NA,NA,0.0729422089414025,2.22822962725806
"2015-01-30",NA,NA,0.108847378890889,2.37360390582968
"2015-02-02",NA,NA,0.485159488509929,2.2295585363739
"2015-02-03",NA,NA,0.501881693958934,2.18969312034492
"2015-02-04",NA,NA,0.399016950853912,2.00030633758915
"2015-02-05",NA,NA,0.316568007352256,1.97579596281935
"2015-02-06",NA,NA,1.0245374466743,NA
"2015-02-09",NA,NA,1.06292772118378,0.623558943903165
"2015-02-10",NA,NA,1.23174085974204,0.349991411994613
"2015-02-11",NA,NA,1.67097845183826,0.17058924049252
"2015-02-12",NA,NA,1.83064157781015,0.366648158122967
"2015-02-13",NA,NA,1.86073062728054,0.28196382309755
"2015-02-16",NA,NA,1.87124523315768,0.275831742071032
"2015-02-17",NA,NA,2.06218425919861,-0.807952694854366
"2015-02-25",NA,NA,2.05354579566368,0.698295895844365
"2015-02-26",NA,NA,1.8053270803886,0.258126465631402
"2015-02-27",NA,NA,1.76752450235599,0.30277198860915
"2015-03-02",NA,NA,1.45013370429861,-0.339671810144793
"2015-03-03",NA,NA,1.31314959832533,-0.263009330705695
