"","IH00C1_hpft","T00C1_hpft","TF00C1_hpft","TY00Y_hpft"
"2013-03-01",NA,NA,NA,NA
"2013-03-04",NA,NA,NA,NA
"2013-03-05",NA,NA,NA,NA
"2013-03-06",NA,NA,NA,NA
"2013-03-07",NA,NA,NA,NA
"2013-03-08",NA,NA,NA,NA
"2013-03-11",NA,NA,NA,NA
"2013-03-12",NA,NA,NA,NA
"2013-03-13",NA,NA,NA,NA
"2013-03-14",NA,NA,NA,NA
"2013-03-15",NA,NA,NA,NA
"2013-03-18",NA,NA,NA,NA
"2013-03-19",NA,NA,NA,NA
"2013-03-20",NA,NA,NA,NA
"2013-03-21",NA,NA,NA,NA
"2013-03-22",NA,NA,NA,NA
"2013-03-25",NA,NA,NA,NA
"2013-03-26",NA,NA,NA,NA
"2013-03-27",NA,NA,NA,NA
"2013-03-28",NA,NA,NA,NA
"2013-03-29",NA,NA,NA,NA
"2013-04-01",NA,NA,NA,NA
"2013-04-02",NA,NA,NA,NA
"2013-04-03",NA,NA,NA,NA
"2013-04-08",NA,NA,NA,NA
"2013-04-09",NA,NA,NA,NA
"2013-04-10",NA,NA,NA,NA
"2013-04-11",NA,NA,NA,NA
"2013-04-12",NA,NA,NA,NA
"2013-04-15",NA,NA,NA,NA
"2013-04-16",NA,NA,NA,NA
"2013-04-17",NA,NA,NA,NA
"2013-04-18",NA,NA,NA,NA
"2013-04-19",NA,NA,NA,NA
"2013-04-22",NA,NA,NA,NA
"2013-04-23",NA,NA,NA,NA
"2013-04-24",NA,NA,NA,NA
"2013-04-25",NA,NA,NA,NA
"2013-04-26",NA,NA,NA,NA
"2013-05-02",NA,NA,NA,NA
"2013-05-03",NA,NA,NA,NA
"2013-05-06",NA,NA,NA,NA
"2013-05-07",NA,NA,NA,NA
"2013-05-08",NA,NA,NA,NA
"2013-05-09",NA,NA,NA,NA
"2013-05-10",NA,NA,NA,NA
"2013-05-13",NA,NA,NA,NA
"2013-05-14",NA,NA,NA,NA
"2013-05-15",NA,NA,NA,NA
"2013-05-16",NA,NA,NA,NA
"2013-05-17",NA,NA,NA,NA
"2013-05-20",NA,NA,NA,NA
"2013-05-21",NA,NA,NA,NA
"2013-05-22",NA,NA,NA,NA
"2013-05-23",NA,NA,NA,NA
"2013-05-24",NA,NA,NA,NA
"2013-05-27",NA,NA,NA,NA
"2013-05-28",NA,NA,NA,NA
"2013-05-29",NA,NA,NA,NA
"2013-05-30",NA,NA,NA,NA
"2013-05-31",NA,NA,NA,NA
"2013-06-03",NA,NA,NA,NA
"2013-06-04",NA,NA,NA,NA
"2013-06-05",NA,NA,NA,NA
"2013-06-06",NA,NA,NA,NA
"2013-06-07",NA,NA,NA,NA
"2013-06-13",NA,NA,NA,NA
"2013-06-14",NA,NA,NA,NA
"2013-06-17",NA,NA,NA,NA
"2013-06-18",NA,NA,NA,NA
"2013-06-19",NA,NA,NA,NA
"2013-06-20",NA,NA,NA,NA
"2013-06-21",NA,NA,NA,NA
"2013-06-24",NA,NA,NA,NA
"2013-06-25",NA,NA,NA,126.160571361652
"2013-06-26",NA,NA,NA,126.153801188845
"2013-06-27",NA,NA,NA,126.147030794655
"2013-06-28",NA,NA,NA,126.140259887509
"2013-07-01",NA,NA,NA,126.13348838002
"2013-07-02",NA,NA,NA,126.12671634012
"2013-07-03",NA,NA,NA,126.119944013281
"2013-07-04",NA,NA,NA,126.113171844333
"2013-07-05",NA,NA,NA,126.106400519118
"2013-07-08",NA,NA,NA,126.099630935046
"2013-07-09",NA,NA,NA,126.092863389991
"2013-07-10",NA,NA,NA,126.086097572273
"2013-07-11",NA,NA,NA,126.079332925148
"2013-07-12",NA,NA,NA,126.072568565687
"2013-07-15",NA,NA,NA,126.065803707347
"2013-07-16",NA,NA,NA,126.059037611091
"2013-07-17",NA,NA,NA,126.052269717361
"2013-07-18",NA,NA,NA,126.045499687649
"2013-07-19",NA,NA,NA,126.038727639808
"2013-07-22",NA,NA,NA,126.031953976456
"2013-07-23",NA,NA,NA,126.025179516948
"2013-07-24",NA,NA,NA,126.018405590579
"2013-07-25",NA,NA,NA,126.011633923146
"2013-07-26",NA,NA,NA,126.00486643952
"2013-07-29",NA,NA,NA,125.998105253544
"2013-07-30",NA,NA,NA,125.991352754786
"2013-07-31",NA,NA,NA,125.984611553218
"2013-08-01",NA,NA,NA,125.977884436778
"2013-08-02",NA,NA,NA,125.971174341884
"2013-08-05",NA,NA,NA,125.964483981575
"2013-08-06",NA,NA,NA,125.957815777238
"2013-08-07",NA,NA,NA,125.951172261831
"2013-08-08",NA,NA,NA,125.94455608264
"2013-08-09",NA,NA,NA,125.93797009443
"2013-08-12",NA,NA,NA,125.931417510737
"2013-08-13",NA,NA,NA,125.924901867861
"2013-08-14",NA,NA,NA,125.918426950071
"2013-08-15",NA,NA,NA,125.911996449949
"2013-08-16",NA,NA,NA,125.905614003397
"2013-08-19",NA,NA,NA,125.899283063116
"2013-08-20",NA,NA,NA,125.893006772071
"2013-08-21",NA,NA,NA,125.886787733594
"2013-08-22",NA,NA,NA,125.880628233551
"2013-08-23",NA,NA,NA,125.874529965183
"2013-08-26",NA,NA,NA,125.868493954139
"2013-08-27",NA,NA,NA,125.862520800009
"2013-08-28",NA,NA,NA,125.856610833825
"2013-08-29",NA,NA,NA,125.850764236766
"2013-08-30",NA,NA,NA,125.844980990934
"2013-09-02",NA,NA,NA,125.839260713861
"2013-09-03",NA,NA,NA,125.833602706084
"2013-09-04",NA,NA,NA,125.828006063333
"2013-09-05",NA,NA,NA,125.822469426973
"2013-09-06",NA,NA,NA,125.816990844205
"2013-09-09",NA,NA,93.5124102918987,125.811567531387
"2013-09-10",NA,NA,93.4915066711138,125.806196076534
"2013-09-11",NA,NA,93.4706032146765,125.800872441558
"2013-09-12",NA,NA,93.4497002309876,125.795591874045
"2013-09-13",NA,NA,93.4287980819351,125.790348625273
"2013-09-16",NA,NA,93.4078972452719,125.785135945941
"2013-09-17",NA,NA,93.3869983356564,125.779946191685
"2013-09-18",NA,NA,93.3661021504944,125.774771031903
"2013-09-23",NA,NA,93.3452098356547,125.75924298803
"2013-09-24",NA,NA,93.3243228858386,125.754035399187
"2013-09-25",NA,NA,93.3034432110893,NA
"2013-09-26",NA,NA,93.2825731412891,125.748796210515
"2013-09-27",NA,NA,93.2617154678597,125.743515918951
"2013-09-30",NA,NA,93.2408735143936,125.738185138206
"2013-10-08",NA,NA,93.2200510543363,125.704643043802
"2013-10-09",NA,NA,93.199252365071,125.698715389396
"2013-10-10",NA,NA,93.1784822158582,125.69267095367
"2013-10-11",NA,NA,93.1577458557645,125.686502671752
"2013-10-14",NA,NA,93.1370490181151,125.680203528302
"2013-10-15",NA,NA,93.1163979042635,125.673766728013
"2013-10-16",NA,NA,93.0957991218753,125.667185659436
"2013-10-17",NA,NA,93.0752596231942,125.660453762022
"2013-10-18",NA,NA,93.0547867383573,125.653564716132
"2013-10-21",NA,NA,93.0343881508173,125.646512639609
"2013-10-22",NA,NA,93.0140718892705,125.639292155183
"2013-10-23",NA,NA,92.9938463236877,125.631898386946
"2013-10-24",NA,NA,92.9737201365099,125.624327221683
"2013-10-25",NA,NA,92.9537023475439,125.61657535715
"2013-10-28",NA,NA,92.9338022354746,125.608640266431
"2013-10-29",NA,NA,92.9140293833432,125.600520252811
"2013-10-30",NA,NA,92.8943936785054,125.592214414327
"2013-10-31",NA,NA,92.8749052505335,125.583722724625
"2013-11-01",NA,NA,92.8555744958674,125.575046165532
"2013-11-04",NA,NA,92.8364121685423,125.566186433481
"2013-11-05",NA,NA,92.8174294295157,125.55714578164
"2013-11-06",NA,NA,92.7986377677825,125.547927036472
"2013-11-07",NA,NA,92.7800489420833,125.538533427116
"2013-11-08",NA,NA,92.7616749432039,125.528968737718
"2013-11-11",NA,NA,92.7435277825775,125.519237511544
"2013-11-12",NA,NA,92.7256192766664,125.509344544686
"2013-11-13",NA,NA,92.7079608229808,125.499294909468
"2013-11-14",NA,NA,92.6905635604253,125.489093809973
"2013-11-15",NA,NA,92.6734382608565,125.478746754151
"2013-11-18",NA,NA,92.6565952577378,125.468259693651
"2013-11-19",NA,NA,92.640044325075,125.457639002268
"2013-11-20",NA,NA,92.6237946926464,125.446891667571
"2013-11-21",NA,NA,92.6078548874995,125.436025230726
"2013-11-22",NA,NA,92.5922328026745,125.42504566602
"2013-11-25",NA,NA,92.5769358319324,125.413959310039
"2013-11-26",NA,NA,92.5619709588837,125.402772982486
"2013-11-27",NA,NA,92.5473446434401,125.391494042432
"2013-11-28",NA,NA,92.5330628527995,125.380130509178
"2013-11-29",NA,NA,92.519131232838,125.368690924844
"2013-12-02",NA,NA,92.5055551636135,125.357184262178
"2013-12-03",NA,NA,92.4923400420795,125.345620000335
"2013-12-04",NA,NA,92.4794910851469,125.334007955244
"2013-12-05",NA,NA,92.4670134260885,125.322358361889
"2013-12-06",NA,NA,92.4549120413098,125.310681704713
"2013-12-09",NA,NA,92.443191639768,125.298988644927
"2013-12-10",NA,NA,92.4318567093081,125.287289999508
"2013-12-11",NA,NA,92.4209114264359,125.275596804143
"2013-12-12",NA,NA,92.4103595039278,125.263920460181
"2013-12-13",NA,NA,92.4002042573576,125.252272687799
"2013-12-16",NA,NA,92.3904487417335,125.240664749326
"2013-12-17",NA,NA,92.3810958094333,125.229107499241
"2013-12-18",NA,NA,92.3721479240906,125.217611414807
"2013-12-19",NA,NA,92.3636072223325,125.206186697736
"2013-12-20",NA,NA,92.3554754554741,125.194843123934
"2013-12-23",NA,NA,92.3477539641127,125.183589828647
"2013-12-24",NA,NA,92.3404436897559,125.172435362817
"2013-12-25",NA,NA,92.3335453061568,NA
"2013-12-26",NA,NA,92.327059201666,125.161387620235
"2013-12-27",NA,NA,92.3209855399561,125.150453712967
"2013-12-30",NA,NA,92.3153242130959,125.139639853205
"2013-12-31",NA,NA,92.3100747985943,125.12895139651
"2014-01-02",NA,NA,92.305236660946,125.118392904446
"2014-01-03",NA,NA,92.3008089538008,125.107968084391
"2014-01-06",NA,NA,92.2967904359526,125.097679813283
"2014-01-07",NA,NA,92.2931794566355,125.087530148382
"2014-01-08",NA,NA,92.2899739199804,125.07752049298
"2014-01-09",NA,NA,92.287171377448,125.067651652267
"2014-01-10",NA,NA,92.2847691366284,125.057923598504
"2014-01-13",NA,NA,92.2827641797262,125.048335571993
"2014-01-14",NA,NA,92.2811531810877,125.038886446791
"2014-01-15",NA,NA,92.279932479097,125.029574850909
"2014-01-16",NA,NA,92.2790980809721,125.020399060428
"2014-01-17",NA,NA,92.2786458038142,125.011356874174
"2014-01-20",NA,NA,92.2785712005462,125.00244578546
"2014-01-21",NA,NA,92.2788695559676,124.993663043942
"2014-01-22",NA,NA,92.2795359487878,124.9850056593
"2014-01-23",NA,NA,92.280565379647,124.976470379035
"2014-01-24",NA,NA,92.2819528245739,124.968053556425
"2014-01-27",NA,NA,92.2836931766919,124.959751464075
"2014-01-28",NA,NA,92.2857812952493,124.951560426564
"2014-01-29",NA,NA,92.2882121330389,124.943476791559
"2014-01-30",NA,NA,92.2909806611335,124.935496933199
"2014-02-07",NA,NA,92.2940818968135,124.889631129441
"2014-02-10",NA,NA,92.2975108404193,124.882303352403
"2014-02-11",NA,NA,92.3012625815435,124.875063129363
"2014-02-12",NA,NA,92.3053322232091,124.8679103185
"2014-02-13",NA,NA,92.3097149629889,124.860845036317
"2014-02-14",NA,NA,92.3144060582564,124.853867544361
"2014-02-17",NA,NA,92.3194008781095,124.846978439435
"2014-02-18",NA,NA,92.324694884897,124.840178643548
"2014-02-19",NA,NA,92.3302835164149,124.833469406759
"2014-02-20",NA,NA,92.3361620431748,124.826852439163
"2014-02-21",NA,NA,92.3423255288899,124.820329803878
"2014-02-24",NA,NA,92.3487688528491,124.813903861662
"2014-02-25",NA,NA,92.3554867321686,124.807577273604
"2014-02-26",NA,NA,92.3624737728676,124.801352977954
"2014-02-27",NA,NA,92.3697248804491,124.795234328353
"2014-02-28",NA,NA,92.377235178475,124.789225115797
"2014-03-03",NA,NA,92.3850001254413,124.783329752012
"2014-03-04",NA,NA,92.3930155364772,124.777553149206
"2014-03-05",NA,NA,92.401277464393,124.771900961477
"2014-03-06",NA,NA,92.4097820516918,124.766379341782
"2014-03-07",NA,NA,92.4185254858187,124.760994918442
"2014-03-10",NA,NA,92.4275040700493,124.755754797426
"2014-03-11",NA,NA,92.4367141744062,124.750666222267
"2014-03-12",NA,NA,92.4461522898187,124.745736576236
"2014-03-13",NA,NA,92.4558150119133,124.74097342962
"2014-03-14",NA,NA,92.4656990577815,124.736384076733
"2014-03-17",NA,NA,92.4758013281242,124.73197576395
"2014-03-18",NA,NA,92.4861189320988,124.727755704541
"2014-03-19",NA,NA,92.4966491252744,124.723730977157
"2014-03-20",NA,NA,92.5073892102939,124.719908553406
"2014-03-21",NA,NA,92.5183365407891,124.716294879667
"2014-03-24",NA,NA,92.5294885210733,124.712895852839
"2014-03-25",NA,NA,92.5408426098846,124.709716834769
"2014-03-26",NA,NA,92.5523963033754,124.706762660105
"2014-03-27",NA,NA,92.5641471428187,124.704037644063
"2014-03-28",NA,NA,92.5760926767643,124.701545719308
"2014-03-31",NA,NA,92.5882304437808,124.699290469366
"2014-04-01",NA,NA,92.6005579633835,124.697275006927
"2014-04-02",NA,NA,92.613072739285,124.695501948944
"2014-04-03",NA,NA,92.6257721964292,124.693973359346
"2014-04-04",NA,NA,92.6386535724774,124.692690562476
"2014-04-08",NA,NA,92.6517138381548,124.690864344042
"2014-04-09",NA,NA,92.66494970846,124.690320918229
"2014-04-10",NA,NA,92.6783576414009,124.690023374297
"2014-04-11",NA,NA,92.691933861457,124.689970838011
"2014-04-14",NA,NA,92.7056744201761,124.690162492211
"2014-04-15",NA,NA,92.7195752401647,124.690597563938
"2014-04-16",NA,NA,92.7336321879471,124.691275246846
"2014-04-17",NA,NA,92.7478410475512,124.692194720416
"2014-04-18",NA,NA,92.76219749403,NA
"2014-04-21",NA,NA,92.776697161993,124.693355020495
"2014-04-22",NA,NA,92.7913356810077,124.694754799911
"2014-04-23",NA,NA,92.8061086489378,124.696392353834
"2014-04-24",NA,NA,92.8210115514884,124.69826552879
"2014-04-25",NA,NA,92.836039776766,124.700371896383
"2014-04-28",NA,NA,92.851188584318,124.702708687911
"2014-04-29",NA,NA,92.8664531154542,124.705272871002
"2014-04-30",NA,NA,92.8818283911189,124.70806114865
"2014-05-05",NA,NA,92.8973093717186,124.717733263557
"2014-05-06",NA,NA,92.9128909921019,124.721380127999
"2014-05-07",NA,NA,92.9285681510278,124.725231812917
"2014-05-08",NA,NA,92.9443357667282,124.729284312302
"2014-05-09",NA,NA,92.9601887828284,124.733533662669
"2014-05-12",NA,NA,92.9761221866307,124.737975941378
"2014-05-13",NA,NA,92.9921311183031,124.742607335933
"2014-05-14",NA,NA,93.0082108436241,124.747424038814
"2014-05-15",NA,NA,93.0243566936289,124.752422219717
"2014-05-16",NA,NA,93.0405640000923,124.757598449866
"2014-05-19",NA,NA,93.0568280433849,124.762949783903
"2014-05-20",NA,NA,93.0731443020572,124.76847372546
"2014-05-21",NA,NA,93.0895084295814,124.774168199115
"2014-05-22",NA,NA,93.1059162848105,124.78003161912
"2014-05-23",NA,NA,93.1223639624154,124.786062732046
"2014-05-26",NA,NA,93.1388477778358,124.792260633733
"2014-05-27",NA,NA,93.1553642604814,124.798624850763
"2014-05-28",NA,NA,93.1719101551852,124.805155337888
"2014-05-29",NA,NA,93.188482510449,124.811852456062
"2014-05-30",NA,NA,93.2050788286809,124.81871725392
"2014-06-03",NA,NA,93.2216970428104,124.832957291765
"2014-06-04",NA,NA,93.238335666505,124.84033740267
"2014-06-05",NA,NA,93.2549938038352,124.847894328562
"2014-06-06",NA,NA,93.2716712746717,124.855630556479
"2014-06-09",NA,NA,93.2883683639178,124.863548804282
"2014-06-10",NA,NA,93.3050858228824,124.871652017457
"2014-06-11",NA,NA,93.3218249119812,124.879943191446
"2014-06-12",NA,NA,93.338587352491,124.888425336011
"2014-06-13",NA,NA,93.3553753485649,124.897101168239
"2014-06-16",NA,NA,93.3721915348342,124.905973257596
"2014-06-17",NA,NA,93.3890389901369,124.91504397067
"2014-06-18",NA,NA,93.4059213380397,124.924315383508
"2014-06-19",NA,NA,93.4228426696037,124.933789168082
"2014-06-20",NA,NA,93.4398075364046,124.943466653061
"2014-06-23",NA,NA,93.4568209352723,124.953348858628
"2014-06-24",NA,NA,93.4738883178116,124.963436537702
"2014-06-25",NA,NA,93.4910155751029,124.973730204137
"2014-06-26",NA,NA,93.508209030647,124.984230122098
"2014-06-27",NA,NA,93.5254754126177,124.994936476213
"2014-06-30",NA,NA,93.5428218550216,125.005849509295
"2014-07-01",NA,NA,93.5602558988282,125.016969524369
"2014-07-02",NA,NA,93.5777854517307,125.028296899547
"2014-07-03",NA,NA,93.5954185949278,125.039831947808
"2014-07-04",NA,NA,93.6131635097395,125.051574725025
"2014-07-07",NA,NA,93.6310283628455,125.063524947685
"2014-07-08",NA,NA,93.6490213857558,125.075681988043
"2014-07-09",NA,NA,93.6671508260891,125.088044927295
"2014-07-10",NA,NA,93.6854249484034,125.100612705566
"2014-07-11",NA,NA,93.7038520101667,125.11338405868
"2014-07-14",NA,NA,93.722440279006,125.126357745478
"2014-07-15",NA,NA,93.741198058158,125.139532600662
"2014-07-16",NA,NA,93.7601336002477,125.152907419639
"2014-07-17",NA,NA,93.7792550168615,125.166480907855
"2014-07-18",NA,NA,93.7985701797839,125.180251694656
"2014-07-21",NA,NA,93.8180865973496,125.194218502026
"2014-07-22",NA,NA,93.8378114477965,125.208380080785
"2014-07-23",NA,NA,93.8577515960003,125.222735295248
"2014-07-24",NA,NA,93.8779135770529,125.237283072162
"2014-07-25",NA,NA,93.8983035466856,125.252022439982
"2014-07-28",NA,NA,93.9189272894672,125.266952367856
"2014-07-29",NA,NA,93.9397903302521,125.282071824094
"2014-07-30",NA,NA,93.9608978429818,125.297379698943
"2014-07-31",NA,NA,93.9822546296603,125.312874914614
"2014-08-01",NA,NA,94.0038651074967,125.328556095999
"2014-08-04",NA,NA,94.0257333538124,125.344421570749
"2014-08-05",NA,NA,94.0478631591129,125.360469627598
"2014-08-06",NA,NA,94.0702580015144,125.376698561471
"2014-08-07",NA,NA,94.0929210086601,125.393106692684
"2014-08-08",NA,NA,94.1158548905932,125.409692392523
"2014-08-11",NA,NA,94.1390619221219,125.42645412168
"2014-08-12",NA,NA,94.1625439126713,125.443390578409
"2014-08-13",NA,NA,94.1863021884234,125.460500678655
"2014-08-14",NA,NA,94.210337471003,125.477783516778
"2014-08-15",NA,NA,94.234649995799,125.495238397245
"2014-08-18",NA,NA,94.2592395681667,125.51286492434
"2014-08-19",NA,NA,94.2841058303293,125.530663175794
"2014-08-20",NA,NA,94.3092481933417,125.548633566324
"2014-08-21",NA,NA,94.3346657234746,125.566776827377
"2014-08-22",NA,NA,94.360357160754,125.585093960932
"2014-08-25",NA,NA,94.3863209291243,NA
"2014-08-26",NA,NA,94.4125551630308,125.603586141594
"2014-08-27",NA,NA,94.4390576760178,125.622254663806
"2014-08-28",NA,NA,94.4658260118909,125.641100972976
"2014-08-29",NA,NA,94.4928574792291,125.660126786931
"2014-09-01",NA,NA,94.5201491031185,125.679334133316
"2014-09-02",NA,NA,94.5476975809109,125.698725335271
"2014-09-03",NA,NA,94.5754992874749,125.7183030035
"2014-09-04",NA,NA,94.6035502100725,125.738069828019
"2014-09-05",NA,NA,94.6318458748638,125.758028524883
"2014-09-09",NA,NA,94.660381293975,125.798531938312
"2014-09-10",NA,NA,94.6891509620697,125.819081846093
"2014-09-11",NA,NA,94.7181488900226,125.839833720619
"2014-09-12",NA,NA,94.7473685434244,125.860789515342
"2014-09-15",NA,NA,94.7768028471303,125.881950675102
"2014-09-16",NA,NA,94.8064441897142,125.903317869114
"2014-09-17",NA,NA,94.8362844650413,125.924891053279
"2014-09-18",NA,NA,94.8663150600131,125.94666951947
"2014-09-19",NA,NA,94.896526887704,125.968651763885
"2014-09-22",NA,NA,94.9269106312292,125.990835381159
"2014-09-23",NA,NA,94.9574568924685,126.013217081106
"2014-09-24",NA,NA,94.9881561836389,126.035792873338
"2014-09-25",NA,NA,95.0189987989283,126.058558167797
"2014-09-26",NA,NA,95.0499747935378,126.081507752528
"2014-09-29",NA,NA,95.0810740453378,126.104635848838
"2014-09-30",NA,NA,95.1122861841934,126.127936024298
"2014-10-08",NA,NA,95.1436006824486,126.270926823532
"2014-10-09",NA,NA,95.1750068626933,126.295211422301
"2014-10-10",NA,NA,95.2064937980128,126.319601187676
"2014-10-13",NA,NA,95.2380502824722,126.344086911436
"2014-10-14",NA,NA,95.2696648139663,126.36865947287
"2014-10-15",NA,NA,95.3013256473138,126.393309828654
"2014-10-16",NA,NA,95.3330210168041,126.418029403111
"2014-10-17",NA,NA,95.3647391520448,126.442810504285
"2014-10-20",NA,NA,95.3964683268644,126.467646087694
"2014-10-21",NA,NA,95.4281969371405,126.492529591077
"2014-10-22",NA,NA,95.4599136282262,126.517454975798
"2014-10-23",NA,NA,95.4916071578271,126.542416677786
"2014-10-24",NA,NA,95.5232662754175,NA
"2014-10-27",NA,NA,95.5548797298072,126.567409474551
"2014-10-28",NA,NA,95.5864363139253,126.592428300462
"2014-10-29",NA,NA,95.6179248104171,126.617468326826
"2014-10-30",NA,NA,95.6493341026067,126.642524880523
"2014-10-31",NA,NA,95.6806531325469,126.667593323834
"2014-11-03",NA,NA,95.7118707516263,126.692669011791
"2014-11-04",NA,NA,95.7429757489595,126.717747165588
"2014-11-05",NA,NA,95.7739569955599,126.742822784701
"2014-11-06",NA,NA,95.8048036050933,126.767890752766
"2014-11-07",NA,NA,95.8355052682933,126.792945762644
"2014-11-10",NA,NA,95.8660521947412,126.817982247897
"2014-11-11",NA,NA,95.8964352903211,126.842994579115
"2014-11-12",NA,NA,95.9266462024625,126.867976943778
"2014-11-13",NA,NA,95.9566771753064,126.892923335913
"2014-11-14",NA,NA,95.9865209793474,126.91782751349
"2014-11-17",NA,NA,96.0161708204812,126.942683072057
"2014-11-18",NA,NA,96.0456202036611,126.967483376334
"2014-11-19",NA,NA,96.0748627924996,126.992221595153
"2014-11-20",NA,NA,96.1038926616451,127.016890742884
"2014-11-21",NA,NA,96.1327041813563,127.041483565863
"2014-11-24",NA,NA,96.1612919062939,127.065992577378
"2014-11-25",NA,NA,96.1896506793532,127.09041012501
"2014-11-26",NA,NA,96.2177759381325,127.114728445105
"2014-11-27",NA,NA,96.2456635750716,127.138939768921
"2014-11-28",NA,NA,96.2733101159696,127.163036428857
"2014-12-01",NA,NA,96.3007126505871,127.187010848435
"2014-12-02",NA,NA,96.3278688129514,127.210855622754
"2014-12-03",NA,NA,96.3547767576291,127.234563682965
"2014-12-04",NA,NA,96.3814350492931,127.258127886002
"2014-12-05",NA,NA,96.4078423705168,127.281540927269
"2014-12-08",NA,NA,96.4339972503374,127.304795460083
"2014-12-09",NA,NA,96.4598978962632,127.327883814699
"2014-12-10",NA,NA,96.4855421503926,127.35079800809
"2014-12-11",NA,NA,96.5109275407143,127.373529986305
"2014-12-12",NA,NA,96.5360513573101,127.396071653726
"2014-12-15",NA,NA,96.5609104806521,127.418414650542
"2014-12-16",NA,NA,96.5855014249547,127.440550679293
"2014-12-17",NA,NA,96.6098203733682,127.462471469791
"2014-12-18",NA,NA,96.6338632711535,127.484168821644
"2014-12-19",NA,NA,96.6576259768404,127.505634588748
"2014-12-22",NA,NA,96.6811042688236,127.526860192345
"2014-12-23",NA,NA,96.7042938686086,127.547836715497
"2014-12-24",NA,NA,96.727190385637,127.568554900753
"2014-12-25",NA,NA,96.7497894399761,NA
"2014-12-26",NA,NA,96.7720867148598,127.589004934804
"2014-12-29",NA,NA,96.7940778646717,127.609176265561
"2014-12-30",NA,NA,96.8157585884052,127.629057671208
"2014-12-31",NA,NA,96.8371246040341,127.648637445604
"2015-01-05",NA,NA,96.8581714866104,127.686843322062
"2015-01-06",NA,NA,96.8788947834387,127.705444337202
"2015-01-07",NA,NA,96.8992899847087,127.723693880247
"2015-01-08",NA,NA,96.919352440526,127.74157963395
"2015-01-09",NA,NA,96.9390773731468,127.759089569678
"2015-01-12",NA,NA,96.95845990589,127.77621177851
"2015-01-13",NA,NA,96.9774950549816,127.792934709463
"2015-01-14",NA,NA,96.9961777298106,127.809247349699
"2015-01-15",NA,NA,97.0145028821379,127.82513930157
"2015-01-16",NA,NA,97.0324655397087,127.840601027775
"2015-01-19",NA,NA,97.0500607697427,127.855624038574
"2015-01-20",NA,NA,97.0672838120521,127.870200711003
"2015-01-21",NA,NA,97.0841300262984,127.884324282661
"2015-01-22",NA,NA,97.1005949551432,127.89798891025
"2015-01-23",NA,NA,97.1166742924846,127.911189566891
"2015-01-26",NA,NA,97.1323639758579,127.923921616623
"2015-01-27",NA,NA,97.1476601467175,127.936181125457
"2015-01-28",NA,NA,97.1625592224929,127.947964881948
"2015-01-29",NA,NA,97.1770577910586,127.959270372742
"2015-01-30",NA,NA,97.1911526211091,127.97009609417
"2015-02-02",NA,NA,97.2048405114901,127.980441463626
"2015-02-03",NA,NA,97.2181183060411,127.990306879655
"2015-02-04",NA,NA,97.2309830491461,127.999693662411
"2015-02-05",NA,NA,97.2434319926477,128.008604037181
"2015-02-06",NA,NA,97.2554625533257,NA
"2015-02-09",NA,NA,97.2670722788162,128.017041056097
"2015-02-10",NA,NA,97.278259140258,128.025008588005
"2015-02-11",NA,NA,97.2890215481617,128.032510759507
"2015-02-12",NA,NA,97.2993584221899,128.039551841877
"2015-02-13",NA,NA,97.3092693727195,128.046136176902
"2015-02-16",NA,NA,97.3187547668423,128.052268257929
"2015-02-17",NA,NA,97.3278157408014,128.057952694854
"2015-02-25",NA,NA,97.3364542043363,128.082904104156
"2015-02-26",NA,NA,97.3446729196114,128.085573534369
"2015-02-27",NA,NA,97.352475497644,128.087828011391
"2015-03-02",NA,NA,97.3598662957014,128.089671810145
"2015-03-03",NA,NA,97.3668504016747,128.091109330706
"2015-03-04",NA,NA,97.3734335028805,128.092144832742
"2015-03-05",NA,NA,97.3796218294406,128.092782467205
"2015-03-06",NA,NA,97.3854221804933,128.093026140276
"2015-03-09",NA,NA,97.3908417728257,128.092879609998
"2015-03-10",NA,NA,97.3958882715471,128.092346053424
"2015-03-11",NA,NA,97.4005698167823,128.091428195856
"2015-03-12",NA,NA,97.404894930645,128.090128537129
"2015-03-13",NA,NA,97.4088726186472,128.088449390725
"2015-03-16",NA,NA,97.412512462979,128.086392722849
"2015-03-17",NA,NA,97.4158244017866,128.083960178961
"2015-03-18",NA,NA,97.4188186615294,128.081153032955
"2015-03-19",NA,NA,97.4215058424169,128.077972381947
"2015-03-20",NA,NA,97.4238967104912,128.074419147435
"2015-03-23",NA,96.0269263270672,97.426002287454,128.070494296193
"2015-03-24",NA,96.0247013548795,97.4278339034174,128.06619903548
"2015-03-25",NA,96.0224767931886,97.4294031216262,128.061534885716
"2015-03-26",NA,96.0202534225716,97.4307217170347,128.056503792051
"2015-03-27",NA,96.0180323656705,97.4318016715233,128.051108203794
"2015-03-30",NA,96.0158148896985,97.4326549542743,128.045350637302
"2015-03-31",NA,96.0136024569611,97.4332936246632,128.039233839705
"2015-04-01",NA,96.0113965893644,97.4337296252282,128.032760823572
"2015-04-02",NA,96.0091986585156,97.4339746780651,128.025934959842
"2015-04-03",NA,96.0070100726471,97.4340404541247,128.018760161342
"2015-04-07",NA,96.0048323684641,97.4339386061806,128.003382370381
"2015-04-08",NA,96.0026670839076,97.433680607592,127.995190533342
"2015-04-09",NA,96.0005157259861,97.4332776738059,127.986671872051
"2015-04-10",NA,95.9983794533833,97.4327405599191,127.977833363985
"2015-04-13",NA,95.9962591186834,97.432079655917,127.968682444217
